Tokens,Sentiment_score,Sentiment_emotion,Part_of_speech
"['happy', '2018', ',', 'animal', 'lovers', '!', 'join', 'arf', 'and', 'mia', 'of', 'the', 'pet', 'hug', 'pack', '®', 'as', 'we', 'welcome', 'this', 'new', 'year', '!']",1,Joy,NOUN
"['hugs', 'all', 'around', '!', 'not', 'one', '...', 'but', '✌', 'coogs', 'earn', 'podium', 'finishes', 'in', 'the', '500', 'freestyle', '!', '-', '4:44', '.', '59', '(', 'pool', 'record', ')', '…']",1,Joy,ADJ
"['morning', 'beautiful', 'ana', '...', '💐']",1,Joy,NOUN
"['yes', 'yes', 'yes', '💯']",1,Joy,ADJ
"['fog', 'clearing', 'for', 'sun', '☀', '️', 'to', 'come', 'through', ',', 'spring']",1,Joy,NOUN
"['can', 'he', 'catch', '?', '😏']",1,Joy,ADJ
"['harry', 'still', 'has', 'his', 'harry', '❤', '️', 'louis', 'shirt', 'but', 'it', 'only', 'fits', 'louis', 'now', 'so', 'he', 'wears', 'it', 'when', 'they', '’', 're', 'at', 'home']",1,Love,VERB
"['is', 'the', '🎣', 'gonna', 'be', 'on', 'the', 'new', 'badge', 'for', 'next', 'season', '?', 'seen', 'as', ""it's"", 'all', 'you', 'lot', 'tweet', 'when', 'you', '…']",0,Surprise,NOUN
"['did', 'you', 'notice', 'the', 'writing', 'on', 'the', 'back', 'of', 'the', 'crop', 'sweatshirt', 'that', 'wore', 'for', '💞']",1,Love,NOUN
"['listen', 'to', '""', 'score', '""', '(', 'prod', '.', 'by', 'kant', 'wait', 'till', 'dey', 'my', 'niggie', '🔥']",1,Joy,NOUN
"['support', 'ren', '’', 's', 'au', 'everyone', '‼', '️']",0,Surprise,PUNCT
"['well', 'its', 'a', 'sin', 'to', 'drink', 'if', 'u', 'are', 'a', 'muslim', '...', 'but', 'we', 'all', 'know', 'bts', 'aint', 'muslims', 'so', '😳', 'they', 'are', 'muskinny']",0,Surprise,ADJ
"['🆕', 'check', 'out', 'hubbies', 'and', 'spice', 'up', 'their', 'vacation', 'with', 'in', '""', 'horny', 'husbands', '""', ',', 'out', 'now', '!', '…']",1,Joy,ADJ
"['rt', 'this', 'if', 'u', 'love', 'wanna', 'one', ',', 'follow', 'everyone', 'who', 'rts', 'and', 'make', 'sure', 'to', 'follow', 'back', '!', '🍡']",1,Joy,NOUN
"['all', 'three', 'of', 'us', '🤗']",1,Joy,ADJ
"['all', 'i', 'want', 'is', 'a', 'nap', '😭']",-1,Sadness,VERB
"['is', 'watchin', 'big', 'brother', '😃']",1,Joy,VERB
"['dhaya', 'this', 'scene', '🙏']",-1,Anger,VERB
"['wonderful', 'way', 'to', 'start', 'off', 'season', '5', 'o', 'i', 'absolutely', 'loved', 'tonight', 'episode', 'it', 'had', 'laughing', '😂', 'glad', 'to', 'back', 'wi', '…']",1,Joy,VERB
"['ok', '!', 'let', 'the', 'fight', 'begin', '😂']",1,Joy,VERB
"['hannigram', '💝', 'happy', ""valentine's"", 'day', '!']",1,Love,NOUN
"['d', '.', 'all', 'of', 'the', 'above', '.', 'i', '’', 'll', 'probably', 'hyu', 'once', 'the', 'semester', 'is', 'over', 'because', 'i', 'wanna', 'see', 'you', 'and', 'lana', '❤', '️']",1,Love,VERB
"['psshhh', ',', 'this', 'is', 'way', 'better', '.', '😂', 'clearly', ',', 'i', 'am', 'in', 'a', 'mood', ',', 'today', '.']",1,Joy,VERB
"['also', 'why', 'some', 'sleep', 'around', '🌚']",0,Surprise,NOUN
"['mikay', 'is', 'still', 'trending', 'as', 'of', '2:19', 'am', 'i', 'suddenly', 'miss', 'mikay', 'and', 'gino', '!', '💙']",1,Love,ADJ
"['and', 'i', '’', 'm', 'okay', 'with', 'that', '😜']",1,Joy,VERB
"['february', '14', ',', '2018', 'baby', '&', 'i', 'dropping', 'this', 'on', 'everything', '.', '🔥']",1,Joy,NOUN
"['this', 'is', 'us', '😂']",1,Joy,VERB
"['clearly', 'not', 'if', 'you', 'think', 'jaehyun', 'is', 'straight', '😡']",-1,Anger,ADJ
"['block', '2', 'of', 'level', '2', '✅', 'very', 'well', 'delivered', ',', 'hugely', 'informative', ',', 'challenging', 'yet', 'thoroughly', 'enjoyable', '!', 'so', 'much', 'det', '…']",1,Joy,ADJ
"['bruh', '!', '!', '!', '4', 'years', 'only', '😩', '.']",-1,Sadness,VERB
"['i', 'love', 'how', 'you', 'give', 'no', 'context', 'either', '😂']",1,Joy,VERB
"['old', 'video', 'uncovered', ',', 'with', '🙈', 'with', 'special', 'alterista', 'videographer', 'participation']",0,Surprise,ADJ
"['i', 'have', 'more', 'of', 'nickis', 'old', 'myspace', 'photos', 'but', 'they', 'aren', '’', 't', 'as', 'good', '😂']",1,Joy,VERB
"['i', 'suppose', 'it', 'was', 'inevitable', ',', 'but', 'it', 'feels', 'very', 'wrong', '😕']",-1,Disgust,ADJ
"['yeap', ',', 'but', 'i', 'knew', 'that', ""wasn't"", 'coming', '.', ""i'm"", 'a', 'person', 'of', 'faith', '😉']",1,Joy,ADJ
"['very', 'pretty', '😊']",1,Joy,ADJ
"['📷', 'gravyholocaustsucks', ':', 'funnyshitaight', ':', 'man', '’', 's', 'not', 'hot', 'i', 'was', 'yelling', 'at', 'work', 'at', '2', 'am', 'about', 'this', 'very', 'same', '...']",0,Surprise,NOUN
"['how', 'are', 'you', 'planning', 'to', 'be', 'epic', 'this', 'week', '?', '-', '📝', ':']",0,Surprise,NOUN
"['$', 'vix', 'daily', '..', 'largest', 'bullish', 'falling', 'wedge', 'i', 'have', 'seen', '..', 'retesting', 'the', 'breakout', 'level', '🤔']",-1,disgust,ADJ
"['he', 'started', 'really', 'trying', 'around', '13', 'months', '&', 'he', '’', 's', 'getting', 'better', 'every', 'day', 'but', 'it', '’', 's', 'still', 'a', 'mess', '😂', 'he', '’', '…']",1,Joy,VERB
"['next', 'time', 'i', 'see', 'you', 'on', 'stage', 'will', 'be', 'your', 'solo', 'concert', '/', 'fanmeeting', '~', '❤', '️']",1,Love,VERB
"['maddy', 'pls', '😫']",-1,Sadness,ADJ
"['this', 'woman', 'is', 'the', 'biggest', 'lowlife', 'i', 'have', 'ever', 'seen', 'on', 'earth', '🌏']",-1,Anger,NOUN
"['shot', 'my', 'shot', 'but', 'now', 'i', 'want', 'my', 'ball', 'back', '😐']",0,Surprise,ADJ
"['typical', 'convo', 'with', 'lol', '👽']",0,Surprise,NOUN
"['just', 'look', 'at', 'his', 'interviewees', '🤔']",-1,Disgust,ADJ
"['this', ""blend's"", 'got', 'starpower', ',', 'starpower', ',', 'starpower', 'over', 'us', '✨', 'the', 'sweet', 'caramel', 'and', 'nuttiness', 'from', 'the', 'brazilian', 'coffe', '…']",1,Joy,NOUN
"['these', 'yeezys', 'are', 'going', 'for', '$', '1400', '👀']",0,Surprise,VERB
"['♡', 'parquet', 'courts', '-', 'almost', 'had', 'to', 'start', 'a', 'fight', '/', 'in', 'and', 'out', 'of', 'patience', '🔝']",1,Joy,ADJ
"['the', 'desert', '🌵', 'on', 'the', 'way', 'to', 'california']",0,Surprise,NOUN
"['y', 'la', 'frase', 'de', 'hoy', 'es', ':', 'i', 'can', '’', 't', 'believe', 'it', '!', '🙄']",-1,Disgust,ADJ
"['a', 'little', 'late', '-', 'hump', 'evening', 'beauties', '👠']",1,Joy,NOUN
"['💥', 'gone', 'be', '2', 'an', 'in', 'the', 'been', '…']",-1,Anger,NOUN
"['if', 'anyone', 'knows', 'of', 'or', 'may', 'have', 'any', 'clues', 'as', 'to', 'sean', '’', 's', 'whereabouts', 'they', 'would', 'be', 'greatly', 'appreciated', '😞']",-1,sadness,ADJ
"['where', 'are', 'you', 'all', '?', '👀', 'you', 'were', 'doing', 'an', 'amazing', 'job', 'this', 'week', ',', 'let', '’', 's', 'keep', 'going', '!', 'send', 'us', 'screenshots', 'of', 'your', 'streams', '(', 'spo', '…']",0,Surprise,VERB
"['horse', '🐴']",0,Surprise,NOUN
"[""it's"", 'possible', 'in', 'arab', 'countries', ',', 'it', ""doesn't"", 'work', 'like', 'that', 'in', 'western', 'countries', '😉']",0,Surprise,ADJ
"['a', 'father', 'figure', '™']",0,Surprise,NOUN
"['it', '’', 's', 'so', 'stupid', '😭', 'like', '...', 'we', 'don', '’', 't', 'make', 'secret', 'drinks', ',', 'distribute', 'recipes', 'secretly', 'for', 'employees', 'ever', '…']",-1,Sadness,VERB
"['👇', 'university', 'of', 'madras', '1890']",0,Surprise,ADP
"['this', 'not', 'okay', '😂']",1,Joy,VERB
"['hola', '!', 'popped', 'onto', 'the', 'insta', 'live', 'thing', 'for', 'a', 'bit', ',', 'come', 'say', 'hey', '!', '👋']",1,Joy,VERB
"['📍', 'ne']",0,Surprise,NOUN
"['pretty', 'much', 'everyday', '😻']",1,Love,ADJ
"['what', 'story', 'po', '?', '☺']",1,Joy,NOUN
"['rt', 'and', '/', 'or', 'reply', 'to', 'vote', '♥', '️', '8', 'exo', 'kai']",1,Love,NOUN
"['this', 'is', 'so', 'me', 'whenever', 'i', 'go', 'out', '😹']",1,Joy,VERB
"['fake', 'love', 'fake', 'love', 'stay', 'away', 'from', 'me', 'the', 'ones', 'who', 'said', 'they', 'gon', 'ride', 'never', 'rode', 'for', 'me', 'oh', 'fake', 'love', 'fake', 'love', 'stay', 'away', 'from', 'me', '🎶']",0,Joy,NOUN
"['you', 'didn', '’', 't', 'say', 'you', 'were', 'against', 'it', 'either', ',', 'khair', 'choro', 'ab', '😂']",1,Joy,VERB
"['my', 'week', 'on', 'twitter', '🎉', ':', '33', 'mentions', ',', '51', 'likes', ',', '1', 'retweet', ',', '19', 'retweet', 'reach', ',', '1', 'new', 'follower', ',', '30', 'replies', '.', 'see', 'yours', 'wit', '…']",1,Joy,NOUN
"['curls', 'for', 'the', 'girls', '😍']",1,Love,NOUN
"['y', '’', 'all', 'won', '’', 't', 'believe', 'what', 'happened', '!', '😩']",-1,Sadness,VERB
"['lil', 'cutie', '😍']",1,Love,NOUN
"['thanks', 'for', 'the', 'warning', '👍']",1,Joy,ADJ
"['don', '’', 't', 'always', 'focus', 'on', 'impressing', 'another', 'person', ',', 'impress', 'yourself', 'first', '😘']",1,Love,VERB
"['giving', 'head', '😂']",1,Joy,VERB
"['2', '-', '24', '👉', 'webinar']",0,Surprise,ADP
"['happy', 'birthday', 'jm', '!', '🎈']",1,Joy,NOUN
"['🇬', '️', '⚽', '🇱', '️', '🇩', '️', '🇰', '️', ':', '29', '0⃣', '-', '2⃣', '(', 'gol', ':', 'mehmet', 'yeniler', ')']",0,Surprise,NOUN
"[""it's"", 'nearly', 'as', 'nice', 'as', 'yours', '!', '😉']",1,Joy,ADJ
"['that', '’', 's', 'the', 'title', '.', '😂']",1,Joy,VERB
"['just', 'remember', 'when', 'you', 'get', 'famous', 'one', 'day', 'hahahaha', '💀']",-1,Fear,VERB
"['3rd', 'world', 'kickball', 'doesn', '’', 't', 'count', '😂']",1,Joy,VERB
"['wow', 'in', 'glasses', 'and', 'his', 'dimples', 'at', 'the', 'end', '=', 'so', 'much', 'yas', 'catch', 'on', 'the', 'red', 'carpet', '➡', '️']",1,Joy,ADJ
"['i', '’', 'm', 'hungry', 'is', 'hell', '😕']",-1,Disgust,ADJ
"['yes', '.', 'he', 'should', 'be', 'in', 'the', 'farm', '😂']",1,Joy,VERB
"['i', 'luv', 'u', '🦑']",1,Love,NOUN
"['💞', 'girls', 'you', ""can't"", 'see', 'clearly', 'are', 'such', 'a', 'tease', '(', '44', 'photos', ')']",1,Love,NOUN
"['i', 'live', 'in', 'bikini', 'bottom', '🍍']",1,Joy,NOUN
"['surround', 'yourself', 'with', 'those', 'that', 'appreciate', 'you', '.', '👍']",1,Joy,ADJ
"['trending', 'on', 'naver', 'search', 'after', 'inkigayo', 'stage', '🎉']",1,Joy,NOUN
"['had', 'so', 'much', 'fun', 'with', 'at', 'the', 'ncaa', 'tournament', '.', 'thanks', 'for', 'being', 'so', 'much', 'fun', '!', '!', '❤', '️']",1,Love,VERB
"['lol', '12', 'years', '...', 'it', 'was', 'worth', 'the', 'wait', '.', 'look', 'at', 'him', '...', 'bishhh', 'just', 'look', '😍']",1,Love,VERB
"['come', 'to', '☀', '️', 'public', 'keynote', 'lecture', 'on', ""'"", 'the', 'politics', 'of', 'memory', ""'"", 'by', 'marie-claire', 'lavabre', ',', '26th', 'january', '.', 'i', '…']",1,Joy,NOUN
"['hello', 'thursday', 'in', 'orange', ',', 'let', 'your', 'good', 'day', 'and', 'all', 'the', 'fc', 'that', 'love', 'you', '❤', '️']",1,Love,VERB
"['rt', 'for', 'rt', 'pls', '❤']",1,Love,VERB
"['happy', 'birthday', 'sir', '😊']",1,Joy,ADJ
"['good', 'morning', 'praying', 'for', 'you', 'and', 'with', 'you', '.', 'god', 'bless', 'you', 'always', '.', 'love', 'you', '!', '😘']",1,Love,VERB
"['guess', ""who's"", 'birthday', 'is', 'coming', 'up', 'real', 'soon', '?', '❤', '️']",1,Love,VERB
"['a', 'little', 'sore', 'today', 'and', 'probably', 'slept', 'too', 'much', 'of', 'my', 'day', 'away', ',', 'but', 'feeling', 'pretty', 'alright', 'today', '😊']",1,Joy,ADJ
"['they', 'gon', 'try', 'to', 'put', 'rat', 'poison', 'in', 'it', 'and', 'sell', 'it', 'already', 'pre-rolled', 'with', 'so', 'many', 'pesticides', 'and', 'chemicals', 'in', 'it', '🤢']",-1,Disgust,ADJ
"['tonight', ""was'nt"", 'so', 'bad', 'as', 'i', 'thought', 'it', 'would', '👏']",1,Joy,ADJ
"['[', 'sched', ']', ""'"", ""wonpil's"", 'playlist', '🎧', ""'"", 'with', 'v', 'live', 'on', 'tuesday', ',', '27', 'march', 'at', '7:30', 'pm', '!']",1,Joy,NOUN
"['shocking', 'release', 'update', 'for', 'the', 'off-white', 'x', 'jordan', '1', ""'"", 'white', ""'"", '.', 'did', 'someone', 'say', '""', 'eu', 'exclusive', '""', '?', '😱', '…']",-1,Fear,ADJ
"['burt', '’', 's', 'bees', 'and', 'no', 'face', '.', 'thats', 'all', 'that', 'matters', '.', '😂']",1,Joy,VERB
"['my', 'week', 'on', 'twitter', ':', '2', 'retweets', '-', '🚀', 'grow', 'your', 'followers', ',', 'insight', 'by']",1,Joy,VERB
"[""it's"", 'gonna', 'be', 'her', 'surprise', '❤', '️']",1,Love,VERB
"['😔', 'getting', 'more', 'complicated', 'man', '!']",-1,Sadness,ADJ
"['see', 'you', 'next', 'season', 'guys', '🤫']",0,Surprise,ADJ
"['also', 'found', 'these', 'classics', 'in', 'my', 'sports', 'memorabilia', '📦']",0,Surprise,NOUN
"['kinky', '😩']",-1,Sadness,ADJ
"['sometimes', 'korea', '’', 's', 'fashion', 'icon', 'hesitates', 'on', 'what', 'to', 'wear', 'too', 'we', '’', 're', 'never', 'alone', 'on', 'this', '...', '💋']",1,Love,NOUN
"['the', 'airbus', 'a380', 'is', 'here', 'to', 'stay', '...', 'for', 'now', '✈', '️']",0,Surprise,NOUN
"['yes', '!', ""you're"", '💯', 'correct', 'about', 'this', '!']",1,Joy,ADJ
"['😘', 'never', 'tell', '…']",1,Love,ADJ
"['new', 'song', 'new', 'video', 'new', 'love', 'new', 'life', 'new', 'sex', 'new', 'mind', 'new', 'eyes', 'new', 'vibes', 'new', 'moves', 'new', 'thoughts', 'new', 'everything', 'bb', '🎥']",1,Joy,NOUN
"['you', 'remind', 'me', 'of', 'someone', '☀', '️']",1,Joy,NOUN
"['🛑', 'dear', 'parents', ',', 'the', 'countdown', 'has', 'already', 'begun', '!', 'open', 'enrollment', 'for', 'the', '2018-2019', 'scholarship', 'for', 'new', 'parents', '!', '...']",-1,Fear,ADJ
"['cinderella', 'dressed', 'in', 'yellow', '🌻']",1,Joy,NOUN
"['his', 'plans', 'for', 'me', 'are', 'greater', 'than', 'all', 'of', 'my', 'doubts', '☺', '️']",1,Joy,ADJ
"['what', 'kind', 'of', 'mood', 'is', 'this', '?', '😂']",1,Joy,VERB
"['___', '|', '...', '|', '|', '.', '🐕', '.', '|', '|', '___', '|', 'why', 'does', 'russell', 'have', 'to', 'be', 'directly', 'in', 'the', 'center', 'of', 'my', 'bed', '?']",1,Joy,NOUN
"['love', 'you', '💖']",1,Love,NOUN
"['blocked', '😔']",-1,Sadness,ADJ
"['how', 'you', 'gone', 'fuck', 'with', 'me', '&', 'fuck', 'with', 'a', 'bitch', 'that', '’', 's', 'average', '🤨']",-1,Disgust,ADJ
"['hiphop', 'research', 'el', 'filibusterismo', 'quizes', 'assignments', 'projects', 'activities', 'mid', 'term', 'exams', 'grade', '10', 'life', '🤘']",1,Joy,NOUN
"['""', ""i'm"", 'going', 'to', 'cook', 'my', 'sock', 'off', '""', '-', 'nawamin', '👌']",1,Joy,ADJ
"['okay', 'what', 'about', 'recipes', '😂']",1,Joy,VERB
"['campus', 'life', 'is', 'totally', 'different', 'when', 'the', 'weather', 'is', 'warm', '.', 'i', 'love', 'it', '😍']",1,Love,ADJ
"['hi', '..', 'enjoy', 'your', '😊', 'weekend']",1,Joy,ADJ
"['fultz', 'buckets', '🔥', '(', 'via']",1,Joy,NOUN
"['yes', 'it', ""doesn't"", 'always', 'go', 'the', 'way', 'we', 'want', 'it', 'to', 'happen', '.', '😆', 'xx']",1,Joy,ADJ
"['i', 'just', 'wanna', 'get', 'a', 'job', 'but', 'i', 'wanna', 'play', 'sports', 'too', '🤦']",-1,Disgust,ADJ
"['someone', 'send', 'me', 'sum', 'pizza', '(', 'to', 'be', 'specific', 'yellow', 'cab', '😪', ')']",-1,Sadness,VERB
"['nothing', 'i', 'love', 'more', 'than', 'making', 'people', 'annoyed', 'on', 'purpose', '😂']",1,Joy,VERB
"['allen', 'iverson', 'on', 'why', 'they', 'compare', 'lebron', 'to', 'mj', '.', '“', 'they', 'should', 'be', 'comparing', 'kobe', 'to', 'mj', '!', '”', '🐍']",0,Surprise,NOUN
"['180226', 'tokyo', 'dome', 'shinee', 'world', 'the', 'best', '2018', '~', 'from', 'now', 'on', '~', '🎤', 'to', 'kibum', '(', '`', 'ㅂ', '´', ';)', '. .', '(', '๑', '-', 'ε', '-', '๑', ')', '…']",1,Joy,NOUN
"['always', 'making', 'me', 'fall', 'in', 'love', 'with', 'your', 'poetries', 'more', 'and', 'more', '❤', '️']",1,Love,VERB
"['was', 'not', 'always', 'car-centric', '🚙', ',', ""it's"", 'time', 'to', 'bring', 'back', 'multimodal', 'transport']",0,Surprise,NOUN
"['science', '😅']",1,Joy,NOUN
"['i', '’', 'll', 'always', 'remember', 'the', 'times', 'we', 'hung', 'out', 'at', 'the', 'astro', 'store', '!', '💜']",1,Love,ADJ
"['again', '🙄']",-1,Disgust,ADJ
"['i', 'hate', 'taking', 'tests', '&', 'my', 'biggest', 'test', 'is', 'in', '2', 'weeks', '😩']",-1,Sadness,VERB
"['you', '’', 've', 'been', 'through', 'this', 'before', 'milly', ',', 'you', 'know', 'how', 'it', 'is', '😋']",1,Joy,ADJ
"['🔴', 'judicial', 'watch', 'sues', 'for', 'russia', 'collusion', 'fisa', 'documents', 'jw', 'announced', 'they', 'filed', 'a', 'foia', 'lawsuit', 'against', 'the', 'doj', 'for', 'f', '…']",-1,Anger,ADJ
"['the', 'power', 'of', 'love', '❤', '️']",1,Love,NOUN
"['i', ""don't"", 'get', 'why', 'either', '😂', 'but', ""i've"", 'made', 'peace', 'with', 'it', '.']",1,Joy,VERB
"['i', '’', 'm', 'sure', 'armys', 'everywhere', 'would', 'build', 'studios', 'in', 'their', 'homes', 'if', 'it', 'meant', 'min', 'yoongi', 'was', 'coming', 'over', '😏', '—', 'ro', '…']",1,Joy,ADJ
"['rt', ',', 'dm', '🏳']",0,Surprise,NOUN
"['ugh', 'i', '’', 'm', 'so', 'exited', 'for', 'prom', 'with', 'my', 'besties', '😻']",1,Joy,ADJ
"['ash', '’', 's', 'instastory', '♥', '️']",1,Love,NOUN
"['good', 'evening', 'how', 'r', 'you', 'doing', 'this', 'seat', '💺', 'is', 'for', 'you', 'hop', 'aboard', 'the', 'you', 'will', 'enjoy', 'the', 'rid', '…']",1,Joy,NOUN
"[""can't"", 'really', 'separate', 'the', 'brand', 'from', 'the', 'man', 'but', 'yeah', 'bo', 'chele', '💀']",-1,Fear,VERB
"['🎙', 'antonio', 'conte', 'has', 'arrived', 'for', 'his', 'press', 'conference', 'at', 'cobham', '...']",0,Surprise,NOUN
"['happy', 'valentines', 'day', '!', '!', '!', 'drop', 'in', 'the', 'comments', 'why', 'you', '❤', '️', 'with', 'your']",1,Love,VERB
"['my', 'work', 'schedule', 'is', 'so', 'ugly', 'this', 'week', '🤧']",-1,Fear,ADJ
"['❄', '️', 'may', 'be', 'falling', 'on', 'this', '1st', 'day', 'of', 'spring', ',', 'but', 'spring', 'has', 'definitely', 'sprung', 'at', 'hga', 'thanks', 'to', 'the', '4th', 'grade', 'stem', 'classes', '!', '…']",0,Surprise,NOUN
"['it', '’', 's', 'double', 'star', 'day', 'bitches', '☕', '️']",1,Joy,NOUN
"['lebron', 'sitting', 'on', '20', 'in', 'the', '1st', '🔥']",1,Joy,NOUN
"['aw', 'man', 'i', 'just', 'thought', 'about', 'hobi', '’', 's', 'beautiful', 'cheeks', '😔']",-1,sadness,ADJ
"['have', 'a', 'great', 'day', 'ahead', 'crush', '😊', 'remember', 'to', 'always', 'smile', '!', '—', ':(', '(', '(']",1,Joy,ADJ
"['bitch', 'u', 'better', 'let', 'everyone', 'know', 'who', 'the', 'fuck', 'unfollowed', 'u', '.', 'lol', 'char', ',', 'we', 'dont', 'want', 'a', 'war', 'ahahahahaha', '🤣']",1,Joy,VERB
"['good', 'morning', 'darling', '😹']",1,Joy,ADJ
"['⌂', '❤', 'purple', 'flower', 'style', 'made', 'laser', 'cut', 'cardboard']",1,Love,NOUN
"['its', 'still', 'sum', 'real', 'niggas', 'left', 'baby', 'girl', '❤', '️']",1,Love,VERB
"[':-)', 'hope', ""you're"", 'right', '.', '😊']",1,Joy,ADJ
"['-', '65', 'god', 'bless', 'you', 'as', 'much', 'as', 'i', 'love', 'everything', 'about', 'you', '💙', '.']",1,Love,NOUN
"['or', 'orr', 'watch', 'my', 'yt', 'video', '(', 'link', 'in', 'bio', ')', '🙂']",1,Joy,ADJ
"['💛', 'therefore', ',', 'as', 'you', 'received', 'christ', 'jesus', 'the', 'lord', ',', 'so', 'walk', 'in', 'him', ',', 'rooted', 'and', 'built', 'up', 'in', 'him', 'and', 'established', 'in', 'the', 'fait', '…']",1,Love,NOUN
"['familiar', 'misery', 'vs', 'foreign', 'happiness', '🤔']",-1,Disgust,ADJ
"['fridays', 'in', 'the', 'office', 'my', 'secretary', 'gets', 'her', 'weekly', 'bonus', '😈']",1,Joy,ADJ
"['trying', 'my', 'best', 'to', 'have', 'an', 'upload', 'out', 'for', 'you', 'guys', 'tonight', '.', 'this', 'challenge', ""i'm"", 'doing', 'on', 'fortnite', 'is', 'near', 'impossible', '😩']",-1,Sadness,VERB
"['allison', 'made', 'me', 'make', 'a', 'bitmoji', 'and', 'it', 'looks', 'like', 'kevin', 'love', 'with', 'red', 'hair', '😬']",-1,Disgust,ADJ
"['lalala', 'we', 'do', 'it', '!', '!', '!', 'we', 'winnnnnn', 'we', 'winnnn', 'hahahaha', 'lots', 'of', 'love', 'pay', 'no', 'from', 'us', '❤']",1,Love,VERB
"['happy', 'valentines', '❤']",1,Love,VERB
"['7', 'series', '💦']",1,Joy,NOUN
"['asap', 'rocky', 'just', 'finished', 'his', 'new', 'album', 'in', 'berlin', '.', '👀']",0,Surprise,VERB
"[""i'm"", 'talking', '8:', '59', 'a', '.', 'm', 'sharp', '!', '😒']",-1,Disgust,ADJ
"[""y'all"", 'be', 'typing', 'in', 'yoruba', 'like', ""it's"", ""nigeria's"", 'official', 'language', ',', '😭', 'please', 'stop', 'replying', 'me', 'in', 'yoruba', ',', 'i', ""don't"", 'understand', 'it']",-1,Sadness,VERB
"['happy', 'hour', 'jams', '🎶', 'and', 'while', 'i', 'play', 'live', 'near', 'dt', 'disney']",1,Joy,NOUN
"['since', 'twitter', 'gave', 'me', 'my', 'twitter', 'back', ',', 'let', 'me', 'repost', 'this', '😂']",1,Joy,VERB
"['good', 'morning', 'precious', 'gem', 'aka', 'd', '.', 'o', '.', '💕']",1,Love,NOUN
"['also', 'the', 'dog', 'story', '😂', 'she', 'needs', 'her', 'own', 'show', 'about', 'traumatic', 'experiences', 'completely', 'with', 'cheesy', 're-enactments', '!']",1,Joy,VERB
"['life', '’', 's', 'way', 'better', 'in', 'bikinis', '👙']",1,Joy,NOUN
"['beautiful', 'thighs', '.', 'great', 'weather', 'it', 'was', '.', '😘']",1,Love,ADJ
"['servers', 'have', 'been', 'down', 'for', 'like', '4', 'hours', ',', 'latest', 'update', 'fucked', 'the', 'game', 'up', 'bad', '😂']",1,Joy,VERB
"[""it's"", 'not', 'as', 'great', 'as', 'it', 'seems', 'i', 'promise', '.', '😂']",1,Joy,VERB
"['thanks', ',', 'i', 'love', 'you', '❤']",1,Love,VERB
"['*', 'is', 'shuddering', ',', 'holding', 'his', 'warm', 'head', '*', 'need', '...', 'comfort', '😢']",-1,sadness,ADJ
"['my', 'mom', 'likes', 'to', 'play', 'this', 'game', '.', 'in', 'my', 'kitchen', '.', 'without', 'telling', 'my', 'wife', 'or', 'i', '.', '🙄']",-1,Disgust,ADJ
"['2', 'weeks', '...', 'i', 'got', 'this', '😂']",1,Joy,VERB
"['let', 'us', 'cope', 'however', 'we', 'pls', '.', 'thx', '.', '😂']",1,Joy,VERB
"['all', '40', 'brand', 'new', 'studded', 'kiss', 'lipsticks', '😭', 'r', '.', 'i', '.', 'p', '.', 'my', 'lips', '!', '!', '!', '…']",-1,Sadness,VERB
"[""i've"", 'got', 'the', 'keys', 'keys', 'keys', '🔑', 'one', 'of', 'our', 'newest', 'designs', '!', '!', 'get', 'it', 'here', ':', '...']",1,Joy,NOUN
"['😂', 'i', 'thought', 'it', 'was', 'just', 'me']",1,Joy,VERB
"['this', 'is', 'new', '😊']",1,Joy,ADJ
"['i', 'turn', '21', 'this', 'year', 'and', 'people', 'still', 'think', 'i', '’', 'm', 'like', '15', '☹', '️']",-1,Sadness,ADJ
"['and', 'on', 'the', 'sixth', 'day', 'he', 'rode', 'big', '(', 'ish', '!', ')', 'and', 'on', 'the', 'seventh', 'he', 'rested', '...', '😋']",1,Joy,ADJ
"['on', 'a', 'lighter', 'note', '..', '😂']",1,Joy,VERB
"['vote', 'for', 'and', 'go', 'vote', 'now', '🤗']",1,Joy,VERB
"['yes', '!', 'that', 'was', 'my', 'inspiration', '☺', '️']",1,Joy,ADJ
"['thank', 'you', 'kang', 'daniel', 'for', 'existing', '❤', '️']",1,Love,VERB
"['so', 'very', 'special', '.', ""i'd"", 'love', 'to', 'gift', 'this', 'bracelet', 'to', 'my', 'mum', '!', 'thank', 'you', '💕']",1,Love,NOUN
"['🤔', 'i', '’', 'm', 'way', 'overdue', 'for', 'an', 'upgrade', 'though']",-1,Disgust,ADJ
"['girl', 'you', 'know', 'it', '👀', 'that', 'man', 'would', '’', 've', 'handed', 'out', 'that', 'block', 'as', 'smooth', 'as', 'ice']",0,Surprise,VERB
"['search', 'for', 'new', 'school', '😕']",-1,Sadness,ADJ
"['🤣', 'i', 'couldn', '’', 't', 'resist']",1,Joy,ADJ
"['yah', 'tercudyk', 'gua', '🌚']",0,Surprise,NOUN
"['forever', 'in', 'love', '🖤']",1,Love,NOUN
"['check', 'out', 'my', 'patreon', 'for', 'exclusive', 'pics', '!', '👅']",1,Joy,NOUN
"['me', '&', 'riley', 'are', 'a', 'package', 'deal', ',', 'you', 'fuck', 'wit', 'me', 'you', 'fuck', 'wit', 'my', 'daughter', 'too', '.', 'period', '🤪']",1,Joy,VERB
